province;red;green;blue;x;x
4307;134;177;141;Aksaray;x
4308;69;25;75;Denizli;x
4309;118;176;123;Aydin;x
4310;135;155;105;Divrigi;x
4311;67;121;108;Karahisar;x
4312;105;195;57;Sultan�n�;x
4313;94;189;108;Kangiri;x
4314;159;73;73;Kirshehir;x
4315;124;60;86;Tokat;x
4316;51;172;108;Mansura;x
4317;99;77;195;Buhaira;x
4318;63;128;27;Atfih;x
4319;163;183;82;Isna;x
4320;195;83;191;Girga;x
4321;121;21;154;Eastern Desert;x
4322;184;65;29;Eastern Desert;x
4323;224;40;15;Farafreh;x
4324;149;186;149;Ghuriyan;x
4325;222;47;29;Sarakhs;x
4326;134;196;131;Nishapur;x
4327;244;221;131;Jask;x
4328;143;34;255;Chagai;x
4329;96;128;136;Fasa;x
4330;54;193;106;Darab;x
4331;212;14;89;Kazarun;x
4332;112;120;148;Siraf;x
4333;104;180;181;Dahlak Archipelago;x
4334;224;12;72;Tabas;x
4335;236;112;20;Kashan;x
4336;215;155;85;Tus;x
4337;73;158;166;Savah;x
4338;201;70;30;Soltanieh;x
4339;208;71;200;Rasht;x
4340;88;224;142;Astara;x
4341;191;220;33;Sari;x
4342;208;198;117;Malamir;x
4343;208;26;73;Termez;x
4344;178;231;94;Kish;x
4345;155;155;198;Saidabad;x
4346;149;226;227;Qamr Bay;x
4347;144;206;207;Pirate Coast;x
4348;198;47;101;Ifuago;x
4349;105;219;142;Laguna;x
4350;154;86;212;Mindoro;x
4351;104;196;152;Buglas;x
4352;219;168;88;Cebu;x
4353;89;35;145;Leyte;x
4354;135;77;125;Zamboanga;x
4355;248;245;172;Caraga;x
4356;201;167;29;Taytay;x
4357;125;226;241;Visayan Sea;x
4358;112;219;220;Cuyo Archipelago;x
4359;185;227;40;Ise;x
4360;235;159;33;Mikawa;x
4361;203;124;124;East March;x
4362;220;22;22;West March;x
4363;212;118;56;Argyll;x
4364;236;203;22;Inner Hebrides;x
4365;177;171;135;Mann;x
4366;196;128;0;Montgomery;x
4367;219;150;147;Hull;x
4368;231;51;43;Scarborough;x
4369;221;244;212;Carmarthen;x
4370;115;143;176;Cambridgeshire;x
4371;146;207;152;Sussex;x
4372;207;182;116;Coventry;x
4373;161;114;192;Devon;x
4374;155;153;90;Dorset;x
4375;229;133;39;Chester;x
4376;160;66;61;Leicester;x
4377;91;132;207;Ormond;x
4378;207;145;145;Kinsale;x
4379;181;38;38;Middlands;x
4380;186;74;52;Donegal;x
4381;24;57;119;Oversticht;x
4382;213;194;38;Ommeland;x
4383;220;189;139;Haag;x
4384;234;156;30;Rennes;x
4385;206;210;106;Cotentin;x
4386;153;88;207;Vendee;x
4387;227;104;55;Angouleme;x
4388;90;50;219;Chartres;x
4389;212;131;52;Touraine;x
4390;154;146;0;Troyes;x
4391;208;37;117;Vivarais;x
4392;227;148;148;Auxerrois;x
4393;181;227;89;Tabayin;x
4394;223;76;249;Salin;x
4395;7;183;221;Yamethin;x
4396;38;227;36;Prome;x
4397;87;141;35;Yawnghwe;x
4398;145;54;67;Mawkmai;x
4399;209;206;232;Dagon;x
4400;4;138;139;Naga Hills;x
4401;99;2;220;Arakan Mountains;x
4402;8;19;70;Gaoligong Mountains;x
4403;174;133;74;Hengduan Mountains;x
4404;186;179;78;Minsin;x
4405;135;83;198;Katha;x
4406;131;123;246;Mong Kung;x
4407;231;58;53;Ruhunu;x
4408;227;170;169;Salavata;x
4409;154;153;27;Trincomale;x
4410;166;186;106;Kumari;x
4411;212;178;42;Samana;x
4412;133;65;23;Dindigul;x
4413;198;87;134;Cannanore;x
4414;52;160;146;Salem;x
4415;178;189;107;Negapatam;x
4416;157;72;136;Tranqebar;x
4417;141;167;109;Kanchipuram;x
4418;117;239;166;Nelore;x
4419;38;123;72;Adanki;x
4420;186;136;135;Chandragiri;x
4421;139;213;167;Seringapatam;x
4422;164;123;44;Sira;x
4423;160;139;213;Gutti;x
4424;200;161;210;Adavani;x
4425;41;164;76;Kondavidu;x
4426;125;191;66;Chitradurg;x
4427;203;173;64;Honnavara;x
4428;169;212;66;Mudgal;x
4429;136;124;77;Rajapur;x
4430;152;147;85;Daman;x
4431;179;186;121;Kolhapur;x
4432;98;169;103;Junir;x
4433;163;195;165;Nasik;x
4434;186;154;125;Dharangaon;x
4435;88;201;147;Sholhapur;x
4436;136;232;0;Rachakonda;x
4437;54;129;205;Paithre;x
4438;205;54;168;Nander;x
4439;145;107;154;Khamammet;x
4440;130;111;51;Narayanpur;x
4441;194;210;199;Ganjam;x
4442;85;174;169;Washim;x
4443;149;183;181;Karanja;x
4444;34;42;215;Manidurg;x
4445;219;203;71;Kanker;x
4446;169;171;101;Kalahandi;x
4447;71;148;48;Patna-Garjat;x
4448;33;48;2;Parlakhimedi;x
4449;26;159;60;Jammu;x
4450;178;193;146;Mahurbanj;x
4451;177;236;52;Sonpur;x
4452;201;133;87;Ratanpur;x
4453;219;144;64;Thalner;x
4454;181;86;133;Porbandar;x
4455;185;186;60;Diu;x
4456;159;60;34;Jhalavad;x
4457;145;120;59;Cambay;x
4458;83;131;220;Narbada;x
4459;175;215;67;Saugor;x
4460;184;119;42;Handia;x
4461;110;157;103;Ujjain;x
4462;117;210;107;Vagad;x
4463;217;58;31;Bhatnair;x
4464;75;196;192;Bundi;x
4465;27;212;53;Ranthambore;x
4466;169;43;205;Mahoba;x
4467;123;99;213;Kalinjar;x
4468;139;196;111;Bandogarh;x
4469;160;208;76;Rohtasgarh;x
4470;154;48;40;Soumelpur;x
4471;167;163;46;Bishnupur;x
4472;179;62;43;Monghir;x
4473;113;133;32;Chakla;x
4474;24;58;154;Sonargaon;x
4475;143;28;164;Fathabad;x
4476;203;30;140;Nadia;x
4477;128;58;103;Satgaon;x
4478;61;102;20;Haibatnagar;x
4479;174;31;98;Goraghat;x
4480;205;97;50;Mahikantha;x
4481;136;104;42;Punakah;x
4482;140;34;49;Sikkim;x
4483;155;64;94;Morung;x
4484;118;110;21;Makwanpur;x
4485;193;52;118;Palpa;x
4486;171;177;19;Purnia;x
4487;148;81;21;Saran;x
4488;123;80;42;Champaran;x
4489;171;132;97;Hajipur;x
4490;174;36;95;Ghazipur;x
4491;156;116;221;Dang;x
4492;13;33;111;Doti;x
4493;230;154;212;Sirmur;x
4494;71;99;200;Khairabad;x
4495;33;52;116;Feyzabad;x
4496;30;17;88;Kora;x
4497;54;145;99;Qannauj;x
4498;255;102;0;Sambhal;x
4499;82;102;0;Bareily;x
4500;74;162;0;Bharatpur;x
4501;57;188;152;Bhilwara;x
4502;33;53;48;Merta;x
4503;26;88;92;Mansura;x
4504;177;200;201;Nasirpur;x
4505;36;125;131;Khairpur;x
4506;184;27;108;Barmer;x
4507;100;83;123;Churu;x
4508;66;30;116;Bahawalpur;x
4509;124;37;78;Karor;x
4510;193;162;69;Shorkot;x
4511;102;77;89;Bhera;x
4512;49;208;224;Bharuch;x
4513;50;71;157;Dipalpur;x
4514;219;157;116;Sakya;x
4515;86;55;145;Gyirong;x
4516;167;66;99;Purang;x
4517;52;169;90;Nedong;x
4518;61;145;123;Tsurphu;x
4519;68;108;100;Damxung;x
4520;118;126;72;Rutog;x
4521;63;93;131;Skardu;x
4522;108;61;52;Aqenganggyai;x
4523;192;6;69;Inowroclaw;x
4524;77;251;233;Dobrzyn;x
4525;152;90;7;Rawa;x
4526;176;178;68;Gniezno;x
4527;84;110;247;Checiny;x
4528;113;193;204;Kuyavia;x
4529;148;138;245;Iasi;x
4530;135;97;96;Birlad;x
4531;56;160;69;Giurgiu;x
4532;200;147;231;Severin;x
4533;100;226;85;Wielun;x
4534;171;8;15;Upita;x
4535;181;39;199;Wilkimierz;x
4536;125;175;248;Lida;x
4537;2;159;164;Nowogrodek;x
4538;70;186;107;Chelm;x
4539;79;252;132;Kremenets;x
4540;174;173;70;Winnica;x
4541;166;72;55;Drohobycz;x
4542;216;183;153;Lubnie;x
4543;3;190;120;Rylsk;x
4544;235;46;209;Bobrujsk;x
4545;145;7;164;Sluck;x
4546;121;225;48;Malaga;x
4547;155;170;197;Albacete;x
4548;242;90;38;Huelva;x
4549;7;115;1;Xativa;x
4550;217;244;86;Castellon;x
4551;73;146;227;Avila;x
4552;130;85;172;Palencia;x
4553;43;46;167;Zamora;x
4554;146;111;28;Lugo;x
4555;183;26;10;Vigo;x
4556;184;42;69;Aviero;x
4557;240;89;1;Lleida;x
4558;155;55;22;Orense;x
4559;0;63;140;Minorca;x
4560;118;241;78;Ibiza;x
4561;1;230;30;Tetouan;x
4562;182;33;133;Mers el Kebir;x
4563;7;121;35;Sale;x
4564;6;134;126;Anfa;x
4565;227;16;124;Tenerife;x
4566;105;24;165;Kairwan;x
4567;81;109;203;Sabha;x
4568;173;82;127;Demnate;x
4569;198;135;133;High Atlas3;x
4570;0;14;150;Texcoco;x
4571;40;69;175;Tlacopan;x
4572;80;137;200;Malinalco;x
4573;120;176;225;Acambaro;x
4574;160;14;250;Ihuatzio;x
4575;200;69;150;Puruaran;x
4576;240;137;175;Amaxocotlan;x
4577;202;14;175;Tohono;x
4578;1;176;200;Tzapotzingo;x
4579;41;14;225;Sayula;x
4580;81;69;250;Tecoman;x
4581;121;137;150;Yohualtepec;x
4582;161;176;175;Teotitlan;x
4583;201;14;200;Xocotla;x
4584;241;69;225;Mitla;x
4585;2;137;250;Tzotzil;x
4586;42;176;150;Jakaltek;x
4587;82;14;175;Qumarkaj;x
4588;122;69;200;Kobox;x
4589;162;137;225;Moran;x
4590;202;176;250;Xiu;x
4591;242;14;150;Sotuta;x
4592;3;69;175;Ulva;x
4593;43;137;200;Xicaque;x
4594;83;176;225;Tzul;x
4595;123;14;250;Guaymi;x
4596;163;69;150;Kuna;x
4597;203;137;175;Talamanca;x
4598;243;176;200;Cuauhtochco;x
4599;4;14;225;Sinu;x
4600;44;69;250;Magangue;x
4601;84;137;150;Chimila;x
4602;124;176;175;Motilones;x
4603;164;14;200;Moniquira;x
4604;204;69;225;Pastos;x
4605;244;137;250;Putumayos;x
4606;242;69;200;Chichitames;x
4607;5;176;150;Pijaos;x
4608;55;14;175;Achaguas;x
4609;85;69;200;Variquicimeto;x
4610;125;137;225;Yukpa;x
4611;165;176;250;Wayuu;x
4612;205;14;150;Tacarigua;x
4613;245;69;175;Guanaguanare;x
4614;6;137;200;Tunebo;x
4615;66;176;225;Guanipa;x
4616;86;14;250;Anzoategui;x
4617;126;69;150;Guaju;x
4618;166;137;175;Yaquimo;x
4619;206;176;200;Marien;x
4620;246;14;225;Ciguayo;x
4621;7;69;250;Higuey;x
4622;67;137;150;Canimar;x
4623;87;176;175;Escambrey;x
4624;127;14;200;Guane;x
4625;167;69;225;Mayaca;x
4626;247;176;150;Potano;x
4627;8;14;175;Tanu;x
4628;68;69;200;Nitahende;x
4629;88;137;225;Tel Kondaha;x
4630;128;176;250;Natahende;x
4631;168;14;150;Towa;x
4632;208;69;175;Keres;x
4633;248;137;200;Sobaipuri;x
4634;9;176;225;Tsekaadn;x
4635;69;14;250;Taaqtam;x
4636;89;69;150;Choinumni;x
4637;129;137;175;Ohlone;x
4638;169;176;200;Wintun;x
4639;209;14;225;Paipai;x
4640;249;69;250;Tecpatitlan;x
4641;1;137;150;Xilotepec;x
4642;61;176;175;Pame;x
4643;81;14;200;Xiconaque;x
4644;121;69;225;Jocome;x
4645;161;137;250;Xochipillan;x
4646;201;176;150;Tarahumara;x
4647;241;14;175;Xecora;x
4648;2;69;200;Acaxee;x
4649;62;137;250;Mayo;x
4650;82;176;150;Opata;x
4651;214;134;156;Tsushima;x
4652;140;69;200;Haicheng;
4653;117;192;171;Maolian;x
4654;60;240;76;Fuerhe;x
4655;194;93;131;Shilimian;x
4656;95;228;201;Wolanhe;x
4657;220;32;204;Changbai Mountains;x
4658;245;120;6;Nanghaer;x
4659;237;134;253;Tulutingshan;x
4660;130;176;43;Tunhe;x
4661;246;142;22;Edala;x
4662;213;239;212;Halacha;x
4663;163;187;193;Jixi;x
4664;79;144;220;North Buteha;x
4665;18;225;17;South Buteha;x
4666;147;155;192;South Hulunbur;x
4667;209;189;232;North Setsen;x
4668;206;72;139;West Ih Huree;x
4669;137;60;168;East Dornogovi;x
4670;1;153;63;West Khara Narin Ula;x
4671;55;94;80;East Ereen;x
4672;43;141;219;North Ju Ud;x
4673;221;36;225;East Xilin Gol;x
4674;77;35;96;North Jirem;x
4675;122;140;89;Central Jirem;x
4676;27;169;8;West Alxa;x
4677;248;107;18;East Govi;x
4678;147;150;150;East Qaraqorum;x
4679;236;42;149;North Tsetserleg;x
4680;3;38;13;East Zagast;x
4681;215;140;255;North Kobdo;x
4682;106;90;108;South Kobdo;x
4683;186;144;83;East Hoboskar;x
4684;255;216;1;Dzhemenika;x
4685;196;69;0;Karagandy;x
4686;255;90;0;Ekibastuz;x
4687;255;186;0;Imakia;x
4688;255;223;172;Baraba;x
4689;255;150;0;Om;x
4690;231;61;8;Ishim;x
4691;255;227;0;As;x
4692;255;213;0;Turgay;x
4693;254;103;217;Keriya;x
4694;172;194;112;Foix;x
4695;195;118;123;Carcassonne;x
4696;243;42;7;Toulon;x
4697;22;120;77;La Marche;x
4698;223;0;153;Cephalonia;x
4699;164;48;47;Arta;x
4700;137;22;12;Lesbos;x
4701;135;128;17;Corinth;x
4702;68;83;143;Siroz;x
4703;190;143;135;Kostendil;x
4704;213;232;183;Tirnovo;x
4705;203;245;164;Gumulcine;x
4706;94;32;199;Tolcu;x
4707;86;92;128;Rosenheim;x
4708;136;148;128;Freising;x
4709;71;104;32;Passau;x
4710;48;231;108;Bregenz;x
4711;226;210;106;Donauw�rth;x
4712;27;146;0;Konstanz;x
4713;185;110;79;Urach;x
4714;139;150;128;Durlach;x
4715;135;130;221;Rothenburg;x
4716;223;230;73;Coburg;x
4717;184;22;22;Bayreuth;x
4718;8;175;128;Aschaffenburg;x
4719;161;116;28;Annecy;x
4720;29;123;204;Geneva;x
4721;192;98;255;Fribourg;x
4722;33;178;172;Illanz;x
4723;63;106;212;Opole;x
4724;28;140;117;Pardubice;x
4725;182;22;144;Jindrichuv Hradec;x
4726;14;8;38;Ostrava;x
4727;11;159;77;Saluzzo;x
4728;23;128;70;Pavia;x
4729;111;248;124;Padova;x
4730;24;248;124;Bologna;x
4731;50;217;66;Spoleto;x
4732;216;236;203;Terracina;x
4733;144;222;92;Molise;x
4734;239;33;241;Avellino;x
4735;77;22;255;Arborea;x
4736;255;193;247;Trapani;x
4737;172;68;159;Girgenti;x
4738;110;243;21;Trieste;x
4739;255;193;31;Bergamo;x
4740;123;111;79;Como;x
4741;206;82;89;Halle;x
4742;24;36;126;Nordhausen;x
4743;70;32;26;Weimar;x
4744;35;63;199;Zwickau;x
4745;86;194;97;R�gen;x
4746;213;132;0;Wolgast;x
4747;111;118;8;Dramburg;x
4748;170;79;248;Brandenburg;x
4749;39;120;238;Stargardland;x
4750;167;101;106;Kruje;x
4751;162;186;147;Cilli;x
4752;232;189;231;Rijeka;x
4753;144;219;143;Zadar;x
4754;177;229;130;Kotor;x
4755;224;202;77;Podrinje;x
4756;163;165;183;Bjelovar;x
4757;133;229;130;Kolubara;x
4758;186;81;38;Etsch;x
4759;220;54;163;Upper Carinthia;x
4760;194;192;231;Innviertel;x
4761;154;237;147;Traungau;x
4762;243;138;80;Wienerwald;x
4763;238;230;38;Alps6;x
4764;179;106;111;Salins;x
4765;255;253;196;Mulhouse;x
4766;138;136;91;Verdun;x
4767;253;135;143;Zweibrucken;x
4768;253;215;143;Julich;x
4769;125;215;143;Lille;x
4770;181;160;75;s-Hertogenbosch;x
4771;52;36;48;Verden;x
4772;228;189;115;Celle;x
4773;70;135;54;G�ttingen;x
4774;175;138;37;Fulda;x
4775;199;14;89;Bielefeld;x
4776;177;186;20;Blois;x
4777;202;126;16;Forez;x
4778;32;31;94;G�rlitz;x
4779;124;10;162;Gallipoli;x
4780;25;224;138;Ohrid;x
4781;197;9;45;Transvaal;x
4782;45;197;9;Tswana;x
4783;9;45;197;Swazi;x
4784;135;45;9;Upper Limpopo;x
4785;98;179;208;Sheffield;x
4786;45;27;97;Priegnitz;x
4787;91;178;26;Ribatejo;x
4788;168;196;4;Plasencia;x
4789;254;145;124;Segovia;x
4790;170;98;56;West Java;x
4791;50;43;20;East Cirebon;x
4792;153;169;173;East Kendal;x
4793;237;108;140;South Demak;x
4794;148;48;116;East Kediri;x
4795;221;84;31;Bone;x
4796;237;99;81;Kendari;x
4797;228;249;251;Soppeng;x
4798;4;235;103;Wajo;x
4799;15;154;146;Sambaliung;x
4800;132;11;182;Paser;x
4801;183;228;84;Batulican;x
4802;79;254;101;South Pontiniak;x
4803;248;45;0;North Katapang;x
4804;148;41;14;West Kuching;x
4805;238;141;151;East Sibu;x
4806;228;15;86;Inland Sarawak;x
4807;185;69;211;North Borneo;x
4808;230;213;205;Sumatra;x
4809;58;125;63;South Peureulak;x
4810;251;189;80;South Deli;x
4811;78;19;109;Barus;x
4812;115;67;188;Gerik;x
4813;193;124;50;Penang;x
4814;204;29;35;Semantan;x
4815;150;40;142;Singapura;x
4816;81;176;19;Rengat;x
4817;136;32;11;Padang;x
4818;158;68;193;Indrapura;x
4819;238;111;151;Son Nam;x
4820;179;39;82;Minh Quang;x
4821;118;178;134;Nghe An;x
4822;240;117;163;Amaravati;x
4823;74;237;125;Jarai;x
4824;182;255;0;Tay Nguyen;x
4825;139;124;98;Pursat;x
4826;134;235;115;Kampot;x
4827;63;194;255;Kampom Pous Thom;x
4828;182;1;4;Preah Vihear;x
4829;235;170;132;Raung Dapey;x
4830;72;209;160;Rayong;x
4831;207;79;128;Bangkok;x
4832;245;59;108;Lopburi;x
4833;182;244;187;Phetchabun;x
4834;52;21;131;Suphanburi;x
4835;73;71;64;Kanchanaburi;x
4836;118;104;40;Si Thep;x
4837;61;16;160;Muang Ngoi;x
4838;239;13;190;Sip Et;x
4839;128;190;153;Ubon;x
4840;174;140;171;Salavan;x
4841;186;15;122;Lamphun;x
4842;100;174;128;Lakhon;x
4843;130;228;241;Annamite Mountains;x
4844;37;164;140;Dawna Hills;x
4845;90;235;85;Mamuju;x
4846;229;139;97;Woolna;x
4847;162;71;29;Yunawa;x
4848;29;162;89;Mingin;x
4849;64;217;133;Kurtjar;x
4850;174;141;221;Biri;x
4851;97;115;229;Gureng;x
4852;55;67;139;WuliWuli;x
4853;88;95;140;Bidjara;x
4854;73;93;221;Badtjala;x
4855;62;74;151;Yiman;x
4856;74;74;198;Barunggam;x
4857;88;140;91;Bundjalung;x
4858;137;231;142;Tharawal;x
4859;44;179;51;Gundungurra;x
4860;24;116;29;Dharug;x
4861;117;158;119;Waveroo;x
4862;9;63;12;Ngadjuri;x
4863;179;87;31;Nyaki;x
4864;218;177;152;Yuat;x
4865;218;196;123;Kurrama;x
4866;156;144;105;Mangala;x
4867;227;196;94;Wunambul;x
4868;136;85;174;Pyemmairrener;x
4869;56;20;83;Peerapper;x
4870;40;100;119;Austalian Lakes;x
4871;1;70;150;Cowasuk;x
4872;11;80;175;Wenrohronon;x
4873;21;90;200;Pegwaki;x
4874;31;100;225;Westenhuck;x
4875;41;110;150;Minqua;x
4876;51;70;175;Scahentowanen;x
4877;61;80;200;Nottoway;x
4878;71;90;225;Eno;x
4879;81;100;150;Kituwah;x
4880;91;110;175;Combahee;x
4881;101;70;200;Sawokli;x
4882;111;80;225;Etali;x
4883;121;90;150;Napochi;x
4884;141;110;200;Houma;x
4885;151;70;225;Avoyel;x
4886;161;80;150;Nasoni;x
4887;241;100;225;Cochati;x
4888;2;110;150;Tatteroa;x
4889;12;70;175;Mohetan;x
4890;22;80;200;Kichesipirini;x
4891;32;90;225;Piktuk;x
4892;42;100;150;Iroquet;x
4893;52;110;175;Nebesek;x
4894;62;70;200;Ottagotouemin;x
4895;72;80;225;Batiscan;x
4896;82;90;150;Meductic;x
4897;92;100;175;Keinouche;x
4898;102;110;200;Gichigamininiwag;x
4899;112;70;225;Mamaceqtaw;x
4900;122;80;150;Otoe;x
4901;132;90;175;Saone;x
4902;142;100;200;Makandwewin;x
4903;152;110;225;Chinko;x
4904;171;90;175;Espeminkia;x
4905;181;100;200;Tapouaro;x
4906;191;110;225;Coiracoentanon;x
4907;201;70;150;Mosopelea;x
4908;221;80;175;Tawehash;x
4909;231;90;200;Kitsash;x
4910;162;70;150;Tawakoni;x
4911;172;80;175;Nabaydacu;x
4912;182;70;150;Ahkwesahsne;x
4913;192;80;175;Aniyutsi;x
4914;202;90;200;Neosho;x
4915;212;100;225;Pitahawirata;x
4916;222;110;150;Ponca;x
4917;232;70;175;Selis;x
4918;242;80;200;Huhkpapha;x
4919;3;90;225;Sihabi;x
4920;13;100;150;Wadopabina;x
4921;131;100;175;Kuttawa;x
4922;23;110;175;Pepikokia;x
4923;45;70;200;Pacaha;x
4924;200;10;1;Laurentian Massif;x
4925;200;40;41;White Mountains;x
4926;200;70;81;Adirondacks;x
4927;200;100;121;Blue Mountains;x
4928;200;20;161;Allegheny Front;x
4929;200;50;11;Appalachian Ridges;x
4930;200;80;51;Alleghenies;x
4931;200;30;91;Cumberland Mountains;x
4932;200;60;131;Smoky Mountains;x
4933;200;90;171;Blue Ridge;x
4934;210;10;1;Maui;x
4935;210;40;41;Oahu;x
4936;210;70;81;Kauai;x
4937;210;20;121;Lau;x
4938;210;50;161;Vanua Levu;x
4939;210;80;11;Te Moana-a-Toi;x
4940;29;216;197;Lake Tulare;x
4941;30;216;201;Lake Cahuilla;x
4942;127;40;109;4942;x
4943;164;175;251;4943;x
4944;207;48;26;4944;x
4945;167;33;47;4945;x
4946;132;225;212;4946;x
4947;255;127;108;4947;x
4948;255;138;120;4948;x
4949;168;126;214;4949;x
4950;228;128;117;4950;x
4951;36;82;215;4951;x
4952;255;132;114;4952;x
4953;192;78;65;4953;x
4954;167;49;33;4954;x
4955;47;45;121;4955;x
4956;174;60;101;4956;x
4957;235;181;196;4957;x
4958;188;20;221;4958;x
4959;255;145;129;4959;x
4960;157;45;249;4960;x
4961;127;132;52;4961;x
4962;255;165;123;4962;x
4963;191;182;102;4963;x
4964;164;137;182;4964;x
4965;46;194;206;4965;x
4966;207;48;64;4966;x
4967;255;148;132;4967;x
4968;116;119;212;4968;x
4969;192;48;31;4969;x
4970;12;50;181;4970;x
4971;255;99;75;4971;x
4972;182;121;209;4972;x
4973;141;235;64;4973;x
4974;195;90;78;4974;x
4975;255;119;99;4975;x
4976;10;255;0;4976;x
4977;238;68;237;4977;x
4978;158;24;51;4978;x
4979;102;159;249;4979;x
4980;143;162;101;4980;x
4981;204;79;48;4981;x
4982;255;109;87;4982;x
4983;171;45;246;4983;x
4984;252;204;85;4984;x
4985;213;80;87;4985;x
4986;141;48;176;4986;x
4987;51;31;71;4987;x
4988;174;35;16;4988;x
4989;110;132;199;4989;x
4990;255;117;96;4990;x
4991;186;73;107;4991;x
4992;125;137;184;4992;x
4993;225;87;105;4993;x
4994;255;153;138;4994;x
4995;204;36;33;4995;x
4996;54;188;22;4996;x
4997;7;201;138;4997;x
4998;96;33;156;4998;x
4999;90;234;97;4999;x
5000;149;10;56;5000;x
5001;234;53;209;5001;x
5002;79;64;56;5002;x
5003;84;223;123;5003;x
5004;255;0;6;5004;x
5005;149;41;175;5005;x
5006;60;255;175;5006;x
5007;255;108;111;5007;x
5008;255;125;105;5008;x
5009;132;82;60;5009;x
5010;101;245;228;5010;x
5011;26;245;224;5011;x
5012;255;120;123;5012;x
5013;174;61;62;5013;x
5014;241;144;10;5014;x
5015;116;20;232;5015;x
5016;118;76;1;5016;x
5017;181;110;247;5017;x
5018;226;147;100;5018;x
5019;67;57;158;5019;x
5020;255;126;129;5020;x
5021;207;105;19;5021;x
5022;108;229;29;5022;x
5023;69;1;88;5023;x
5024;192;72;72;5024;x
5025;145;154;45;5025;x
5026;182;146;246;5026;x
5027;109;77;190;5027;x
5028;195;0;110;5028;x
5029;26;144;217;5029;x
5030;142;111;41;5030;x
5031;132;211;196;5031;x
5032;207;100;43;5032;x
5033;225;140;36;5033;x
5034;224;232;177;5034;x
5035;211;145;114;5035;x
5036;119;131;28;5036;x
5037;146;172;125;5037;x
5038;243;134;134;5038;x
5039;34;236;206;5039;x
5040;114;42;168;5040;x
5041;221;112;129;5041;x
5042;22;51;207;5042;x
5043;255;102;102;5043;x
5044;93;34;128;5044;x
5045;4;217;97;5045;x
5046;255;143;126;5046;x
5047;255;102;103;5047;x
5048;195;91;50;5048;x
5049;255;93;96;5049;x
5050;255;120;121;5050;x
5051;5;178;187;5051;x
5052;161;139;124;5052;x
5053;160;132;116;5053;x
5054;167;66;117;5054;x
5055;208;216;40;5055;x
5056;98;42;183;5056;x
5057;93;24;37;5057;x
5058;60;241;156;5058;x
5059;164;48;34;5059;x
5060;177;244;62;5060;x
5061;148;87;69;5061;x
5062;80;184;73;5062;x
5063;192;53;140;5063;x
5064;255;0;3;5064;x
5065;255;111;112;5065;x
5066;201;123;66;5066;x
5067;82;142;142;5067;x
5068;255;135;117;5068;x
5069;250;117;129;5069;x
5070;177;18;20;5070;x
5071;155;16;65;5071;x
5072;235;148;158;5072;x
5073;136;12;97;5073;x
5074;255;99;99;5074;x
5075;255;108;108;5075;x
5076;222;110;62;5076;x
5077;165;167;125;5077;x
5078;162;102;19;5078;x
5079;137;33;65;5079;x
5080;215;197;117;5080;x
5081;177;10;10;5081;x
5082;104;164;86;5082;x
5083;162;82;8;5083;x
5084;225;97;94;5084;x
5085;237;101;19;5085;x
5086;71;54;6;5086;x
5087;121;46;118;5087;x
5088;29;161;36;5088;x
5089;255;114;114;5089;x
5090;255;96;198;5090;x
5091;104;224;213;5091;x
5092;255;114;93;5092;x
5093;180;46;46;5093;x
5094;225;34;78;5094;x
5095;235;53;63;5095;x
5096;161;180;32;5096;x
5097;16;181;230;5097;x
5098;33;215;121;5098;x
5099;55;114;72;5099;x
5100;255;129;130;5100;x
5101;177;150;138;5101;x
5102;34;206;83;5102;x
5103;119;29;56;5103;x
5104;255;135;135;5104;x
5105;35;113;184;5105;x
5106;255;75;36;5106;x
5107;207;56;71;5107;x
5108;207;52;142;5108;x
5109;38;240;81;5109;x
5110;255;117;117;5110;x
5111;231;121;97;5111;x
5112;207;105;82;5112;x
5113;183;44;27;5113;x
5114;16;96;146;5114;x
5115;157;138;23;5115;x
5116;45;82;137;5116;x
5117;24;61;195;5117;x
5118;255;135;111;5118;x
5119;177;67;43;5119;x
5120;202;191;33;5120;x
5121;222;146;163;5121;x
5122;157;57;204;5122;x
5123;225;71;118;5123;x
5124;222;121;99;5124;x
5125;180;0;8;5125;x
5126;32;175;9;5126;x
5127;14;199;141;5127;x
5128;255;87;87;5128;x
5129;133;71;204;5129;x
5130;255;117;87;5130;x
5131;255;93;93;5131;x
5132;185;104;117;5132;x
5133;255;122;102;5133;x
5134;225;103;55;5134;x
5135;133;37;253;5135;x
5136;177;31;39;5136;x
5137;189;86;109;5137;x
5138;244;155;114;5138;x
5139;181;144;4;5139;x
5140;255;93;134;5140;x
5141;186;30;64;5141;x
5142;86;198;140;5142;x
5143;255;130;111;5143;x
5144;93;128;40;5144;x
5145;84;32;225;5145;x
5146;201;0;21;5146;x
5147;189;34;0;5147;x
5148;108;124;184;5148;x
5149;255;62;33;5149;x
5150;255;123;156;5150;x
5151;35;169;59;5151;x
5152;8;34;161;5152;x
5153;74;149;110;5153;x
5154;254;178;243;5154;x
5155;197;246;121;5155;x
5156;216;45;91;5156;x
5157;151;70;134;5157;x
5158;255;117;90;5158;x
5159;111;110;186;5159;x
5160;224;179;202;5160;x
5161;170;71;50;5161;x
5162;168;181;224;5162;x
5163;183;94;114;5163;x
5164;183;66;0;5164;x
5165;232;95;252;5165;x
5166;211;81;86;5166;x
5167;79;116;245;5167;x
5168;234;59;158;5168;x
